review_type,code,title,va_code,token,detail,decision
crosswalk_disagreement,1D03.4,Intraspinal epidural abscess,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D03.5,Spinal cord abscess,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D03.Y,Other specified site of infectious abscess of the central nervous system,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D03.Z,"Infectious abscess of the central nervous system, site unspecified",VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04,Infectious granulomas of the central nervous system,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.0,Parasitic intracerebral granuloma,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.1,Intracranial granuloma,VAs-01.99,G06.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.10,Fungal intracranial granuloma,VAs-01.99,G06.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.1Y,Other specified intracranial granuloma,VAs-01.99,G06.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.1Z,"Intracranial granuloma, unspecified",VAs-01.99,G06.0,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.2,Intraspinal intramedullary granuloma,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.3,Intraspinal subdural granuloma,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.4,Intraspinal extradural granuloma,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.5,Intraspinal epidural granuloma,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.Y,Other specified site of infectious granulomas of the central nervous system,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D04.Z,"Infectious granulomas of the central nervous system, site unspecified",VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D05,Infectious cysts of the central nervous system,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D05.0,Epidural infectious cyst,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D05.1,Subdural infectious cyst,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D05.Y,Other specified infectious cysts of the central nervous system,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D05.Z,"Infectious cysts of the central nervous system, unspecified",VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D0Y,Other specified non-viral or unspecified infections of the central nervous system,VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D0Z,"Non-viral or unspecified infections of the central nervous system, unspecified",VAs-01.99,G00-G09,generated vas_01_99; WHO_2022_VA multiple:vas_01_07|vas_98; WHO_2022_VA_2026 ICD-10 multiple:vas_01_07|vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D4C,Alkhurma haemorrhagic fever,VAs-01.11,A92-A99,generated vas_01_11; WHO_2022_VA multiple:vas_01_11|vas_01_12; WHO_2022_VA_2026 ICD-10 multiple:vas_01_11|vas_01_12,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D4D,Ross River disease,VAs-01.11,B33.1,generated vas_01_11; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D4E,Severe fever with thrombocytopenia syndrome,VAs-01.11,A92-A99,generated vas_01_11; WHO_2022_VA multiple:vas_01_11|vas_01_12; WHO_2022_VA_2026 ICD-10 multiple:vas_01_11|vas_01_12,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D4Y,Other specified arthropod-borne viral fevers,VAs-01.11,A92-A99,generated vas_01_11; WHO_2022_VA multiple:vas_01_11|vas_01_12; WHO_2022_VA_2026 ICD-10 multiple:vas_01_11|vas_01_12,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D4Z,"Arthropod-borne viral fever, virus unspecified",VAs-01.11,A92-A99,generated vas_01_11; WHO_2022_VA multiple:vas_01_11|vas_01_12; WHO_2022_VA_2026 ICD-10 multiple:vas_01_11|vas_01_12,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D62.1,Hantavirus pulmonary syndrome,VAs-01.11,B33.4,generated vas_01_11; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1D64,Middle East respiratory syndrome,VAs-01.11,J12.9,generated vas_01_11; WHO_2022_VA vas_01_02; WHO_2022_VA_2026 ICD-10 vas_01_02,owner review (digitva-712.6)
crosswalk_disagreement,1E82,Warts of lips or oral cavity,VAs-01.99,B00-B09,generated vas_01_99; WHO_2022_VA multiple:vas_01_06|vas_01_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_06|vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1E82.0,Focal epithelial hyperplasia of oral mucous membranes,VAs-01.99,B00-B09,generated vas_01_99; WHO_2022_VA multiple:vas_01_06|vas_01_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_06|vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1E8Z,"Viral warts, not elsewhere classified",VAs-01.99,B00-B09,generated vas_01_99; WHO_2022_VA multiple:vas_01_06|vas_01_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_06|vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1F02.1,Rubella arthritis,VAs-01.99,M01.4,generated vas_01_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1F05,Picornavirus infections presenting in the skin or mucous membranes,VAs-01.99,B00-B09,generated vas_01_99; WHO_2022_VA multiple:vas_01_06|vas_01_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_06|vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1F05.2,Enteroviral exanthematous fever,VAs-01.99,A88.0,generated vas_01_99; WHO_2022_VA vas_01_99; WHO_2022_VA_2026 ICD-10 vas_01_07,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1F05.Y,Other specified picornavirus infections presenting in the skin or mucous membranes,VAs-01.99,B00-B09,generated vas_01_99; WHO_2022_VA multiple:vas_01_06|vas_01_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_06|vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1F05.Z,"Picornavirus infections presenting in the skin or mucous membranes, unspecified",VAs-01.99,B00-B09,generated vas_01_99; WHO_2022_VA multiple:vas_01_06|vas_01_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_06|vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1F0Y,Other specified viral infections characterised by skin or mucous membrane lesions,VAs-01.99,B00-B09,generated vas_01_99; WHO_2022_VA multiple:vas_01_06|vas_01_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_06|vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1F0Z,"Viral infections characterised by skin or mucous membrane lesions, unspecified",VAs-01.99,B00-B09,generated vas_01_99; WHO_2022_VA multiple:vas_01_06|vas_01_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_06|vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1F4Z,"Malaria, unspecified",VAs-01.05,B50-B64,generated vas_01_05; WHO_2022_VA multiple:vas_01_05|vas_01_99; WHO_2022_VA_2026 ICD-10 multiple:vas_01_05|vas_01_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1G40,Sepsis without septic shock,VAs-01.01,A30-A49,generated vas_01_01; WHO_2022_VA multiple:vas_01_01|vas_01_07|vas_01_08|vas_01_10|vas_01_99|vas_10_05; WHO_2022_VA_2026 ICD-10 multiple:vas_01_01|vas_01_07|vas_01_08|vas_01_10|vas_01_99|vas_10_05,accepted: native bucket (owner decision 1)
crosswalk_disagreement,1G41,Sepsis with septic shock,VAs-01.01,R57.2,generated vas_01_01; WHO_2022_VA vas_99; WHO_2022_VA_2026 ICD-10 vas_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,2A60.40,Transient abnormal myelopoiesis,VAs-02.99,D61.9,generated vas_02_99; WHO_2022_VA vas_03_01; WHO_2022_VA_2026 ICD-10 vas_03_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,2B31.0,Juvenile xanthogranuloma,VAs-02.99,D76.3,generated vas_02_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,2B32.1,Reactive plasmacytic hyperplasia,VAs-02.99,D75.8,generated vas_02_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,2C26.0,Mesothelioma of pleura,VAs-02.03,C45.0,generated vas_02_03; WHO_2022_VA vas_02_99; WHO_2022_VA_2026 ICD-10 vas_02_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,2D3Y,"Other specified malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues",VAs-02.99,C00-C75,generated vas_02_99; WHO_2022_VA multiple:vas_02_01|vas_02_02|vas_02_03|vas_02_04|vas_02_05|vas_02_06|vas_02_99; WHO_2022_VA_2026 ICD-10 multiple:vas_02_01|vas_02_02|vas_02_03|vas_02_04|vas_02_05|vas_02_06|vas_02_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,2D3Z,"Malignant neoplasms, stated or presumed to be primary, of specified sites, except of lymphoid, haematopoietic, central nervous system or related tissues, unspecified",VAs-02.99,C00-C75,generated vas_02_99; WHO_2022_VA multiple:vas_02_01|vas_02_02|vas_02_03|vas_02_04|vas_02_05|vas_02_06|vas_02_99; WHO_2022_VA_2026 ICD-10 multiple:vas_02_01|vas_02_02|vas_02_03|vas_02_04|vas_02_05|vas_02_06|vas_02_99,accepted: native bucket (owner decision 1)
crosswalk_disagreement,2F21.0,Seborrhoeic keratosis,VAs-02.99,L82,generated vas_02_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,2F26,Lobular capillary haemangioma,VAs-02.99,L98.0,generated vas_02_99; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A10,Hereditary haemolytic anaemia,VAs-03.01,D55-D59,generated vas_03_01; WHO_2022_VA multiple:vas_03_01|vas_04_03; WHO_2022_VA_2026 ICD-10 multiple:vas_03_01|vas_04_03,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A10.Y,Other specified hereditary haemolytic anaemia,VAs-03.01,D55-D59,generated vas_03_01; WHO_2022_VA multiple:vas_03_01|vas_04_03; WHO_2022_VA_2026 ICD-10 multiple:vas_03_01|vas_04_03,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A10.Z,"Hereditary haemolytic anaemia, unspecified",VAs-03.01,D55-D59,generated vas_03_01; WHO_2022_VA multiple:vas_03_01|vas_04_03; WHO_2022_VA_2026 ICD-10 multiple:vas_03_01|vas_04_03,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A1Y,Other specified congenital haemolytic anaemia,VAs-03.01,D55-D59,generated vas_03_01; WHO_2022_VA multiple:vas_03_01|vas_04_03; WHO_2022_VA_2026 ICD-10 multiple:vas_03_01|vas_04_03,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A4Z,"Haemolytic anaemias, unspecified",VAs-03.01,D55-D59,generated vas_03_01; WHO_2022_VA multiple:vas_03_01|vas_04_03; WHO_2022_VA_2026 ICD-10 multiple:vas_03_01|vas_04_03,owner decision 5a
crosswalk_disagreement,3A60,Congenital pure red cell aplasia,VAs-98,D61.0,generated vas_98; WHO_2022_VA vas_03_01; WHO_2022_VA_2026 ICD-10 vas_03_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A60.0,Congenital non-inherited pure red cell aplasia,VAs-98,D61.0,generated vas_98; WHO_2022_VA vas_03_01; WHO_2022_VA_2026 ICD-10 vas_03_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A60.1,Hereditary pure red cell aplasia,VAs-98,D61.0,generated vas_98; WHO_2022_VA vas_03_01; WHO_2022_VA_2026 ICD-10 vas_03_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A60.Z,"Congenital pure red cell aplasia, unspecified",VAs-98,D61.0,generated vas_98; WHO_2022_VA vas_03_01; WHO_2022_VA_2026 ICD-10 vas_03_01,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A80,Congenital polycythaemia,VAs-03.01,D75.0,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A80.0,Primary inherited erythrocytosis,VAs-03.01,D75.0,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A80.Y,Other specified congenital polycythaemia,VAs-03.01,D75.0,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A80.Z,"Congenital polycythaemia, unspecified",VAs-03.01,D75.0,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A81,Acquired polycythaemia,VAs-03.01,D75.1,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A81.0,"Polycythaemia due to hypoxia, including high altitude",VAs-03.01,D75.1,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A81.1,Polycythaemia due to over-transfusion or blood doping,VAs-03.01,D75.1,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A81.2,Relative polycythaemia,VAs-03.01,D75.1,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A81.Y,Other specified acquired polycythaemia,VAs-03.01,D75.1,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A81.Z,"Acquired polycythaemia, unspecified",VAs-03.01,D75.1,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
crosswalk_disagreement,3A91,Congenital methaemoglobinaemia,VAs-03.01,D74.0,generated vas_03_01; WHO_2022_VA vas_98; WHO_2022_VA_2026 ICD-10 vas_98,accepted: native bucket (owner decision 1)
